Year,Country (Final Name),Country ID,Country,Type of appeal,Type of Response,Appeal,Required (US$),Funded (US$), Coverage (%) ,Comments,Links
2018,Libya,LY,Libya,Supplementary Appeals,SPA,Central Mediterranean Route Situation,"84,999,998",,,"Refugees and migrants continue to move in large numbers from Sub-Saharan Africa to North Africa and across the Mediterranean Sea to Europe. Libya remains the main point of departure for the majority of refugees and migrants from Africa hoping to reach Europe. While on the move, refugees and migrants face intolerably high risks of grave human rights violations and death. UNHCR is rolling out a three-pronged cross-regional strategy with broad objectives and selected activities in the countries of origin and transit in Sub-Saharan Africa, and countries in North Africa and Europe.",http://reporting.unhcr.org/sites/default/files/2018-03%2008%20-%20Central%20Mediterranean%20appeal_%20FINAL.pdf
2018,Morocco,MA,Morocco,Supplementary Appeals,SPA,Central Mediterranean Route Situation,"7,749,546",,,"Refugees and migrants continue to move in large numbers from Sub-Saharan Africa to North Africa and across the Mediterranean Sea to Europe. Libya remains the main point of departure for the majority of refugees and migrants from Africa hoping to reach Europe. While on the move, refugees and migrants face intolerably high risks of grave human rights violations and death. UNHCR is rolling out a three-pronged cross-regional strategy with broad objectives and selected activities in the countries of origin and transit in Sub-Saharan Africa, and countries in North Africa and Europe.",http://reporting.unhcr.org/sites/default/files/2018-03%2008%20-%20Central%20Mediterranean%20appeal_%20FINAL.pdf
2018,Mali,ML,Mali,Supplementary Appeals,SPA,Central Mediterranean Route Situation,"21,103,089",,,"Refugees and migrants continue to move in large numbers from Sub-Saharan Africa to North Africa and across the Mediterranean Sea to Europe. Libya remains the main point of departure for the majority of refugees and migrants from Africa hoping to reach Europe. While on the move, refugees and migrants face intolerably high risks of grave human rights violations and death. UNHCR is rolling out a three-pronged cross-regional strategy with broad objectives and selected activities in the countries of origin and transit in Sub-Saharan Africa, and countries in North Africa and Europe.",http://reporting.unhcr.org/sites/default/files/2018-03%2008%20-%20Central%20Mediterranean%20appeal_%20FINAL.pdf
2018,Mauritania,MR,Mauritania,Supplementary Appeals,SPA,Central Mediterranean Route Situation,"20,094,194",,,"Refugees and migrants continue to move in large numbers from Sub-Saharan Africa to North Africa and across the Mediterranean Sea to Europe. Libya remains the main point of departure for the majority of refugees and migrants from Africa hoping to reach Europe. While on the move, refugees and migrants face intolerably high risks of grave human rights violations and death. UNHCR is rolling out a three-pronged cross-regional strategy with broad objectives and selected activities in the countries of origin and transit in Sub-Saharan Africa, and countries in North Africa and Europe.",http://reporting.unhcr.org/sites/default/files/2018-03%2008%20-%20Central%20Mediterranean%20appeal_%20FINAL.pdf
2018,Mexico,MX,Mexico,Supplementary Appeals,SPA,Venezuela Situation - Responding to the needs of people displaced from Venezuela,"17,433,444",,,"The situation evolving in Venezuela, a country that has traditionally been a generous host to thousands of refugees and third country nationals from the region and other parts of the world, has led to large outflows of its citizens and other residents into the region and beyond. Whilst it is evident not all the Venezuelans leaving their country are prompted to do so for refugee-related reasons, it is becoming increasingly clear that a significant number are indeed in need of international protection. In many of the destination countries of the region, Venezuelans are only able to regularize their status or legalize their stay either under the pertinent national immigration and other legal frameworks, or under relevant regional mechanisms. In light of the extraordinary situation, some of these countries have established special mechanisms to facilitate various forms of regularization and even protection, what is otherwise referred to as ""other forms of protection or alternative legal status"". At the same time, both within and outside the region, an increasing number of Venezuelans, now some 146,500, have applied for asylum and formal recognition and protection as refugees.",http://reporting.unhcr.org/node/20393
2018,Panama,PA,Panama,Supplementary Appeals,SPA,Venezuela Situation - Responding to the needs of people displaced from Venezuela,"26,781,490",,,"The situation evolving in Venezuela, a country that has traditionally been a generous host to thousands of refugees and third country nationals from the region and other parts of the world, has led to large outflows of its citizens and other residents into the region and beyond. Whilst it is evident not all the Venezuelans leaving their country are prompted to do so for refugee-related reasons, it is becoming increasingly clear that a significant number are indeed in need of international protection. In many of the destination countries of the region, Venezuelans are only able to regularize their status or legalize their stay either under the pertinent national immigration and other legal frameworks, or under relevant regional mechanisms. In light of the extraordinary situation, some of these countries have established special mechanisms to facilitate various forms of regularization and even protection, what is otherwise referred to as ""other forms of protection or alternative legal status"". At the same time, both within and outside the region, an increasing number of Venezuelans, now some 146,500, have applied for asylum and formal recognition and protection as refugees.",http://reporting.unhcr.org/node/20393
2018,Peru,PE,Peru,Supplementary Appeals,SPA,Venezuela Situation - Responding to the needs of people displaced from Venezuela,"9,851,809",,,"The situation evolving in Venezuela, a country that has traditionally been a generous host to thousands of refugees and third country nationals from the region and other parts of the world, has led to large outflows of its citizens and other residents into the region and beyond. Whilst it is evident not all the Venezuelans leaving their country are prompted to do so for refugee-related reasons, it is becoming increasingly clear that a significant number are indeed in need of international protection. In many of the destination countries of the region, Venezuelans are only able to regularize their status or legalize their stay either under the pertinent national immigration and other legal frameworks, or under relevant regional mechanisms. In light of the extraordinary situation, some of these countries have established special mechanisms to facilitate various forms of regularization and even protection, what is otherwise referred to as ""other forms of protection or alternative legal status"". At the same time, both within and outside the region, an increasing number of Venezuelans, now some 146,500, have applied for asylum and formal recognition and protection as refugees.",http://reporting.unhcr.org/node/20393
2018,South Sudan,SS,South Sudan,Supplementary Appeals,SPA,South Sudan - Responding to the needs of displaced South Sudanese and Refugees,"155,287,323",,,"The refugee exodus from South Sudan continues at an alarming rate, even as the crisis is entering its fifth year. Close to 2.4 million South Sudanese have fled to neighbouring countries mostly to Uganda—the largest host country in sub-Saharan Africa—followed by Sudan, Ethiopia, Kenya, the Democratic Republic of the Congo (DRC) and the Central African Republic (CAR). Refugees from South Sudan have been granted prima facie refugee status by these countries, demonstrating strong commitment to refugee protection despite limited national resources. While South Sudan’s neighbours have generously upheld their responsibility to provide asylum and assistance to refugees, urgent large-scale support is needed for the refugee response. With the current levels of violence in South Sudan, displacement trends are expected to be high both within the country and across the area covered by the situation. UNHCR expects that the influx into neighbouring countries will continue and that an estimated 571,000 additional people will likely seek refuge. This would bring the estimated South Sudanese refugee population to 3.1 million—an increase of 18 per cent—by the end of December 2018. This population is urgently in need of protection, shelter and medical care. In South Sudan itself, some two million IDPs and 307,000 non-South Sudanese refugees are expected to be in need of assistance. This would bring the total number of people of concern to UNHCR in South Sudan to 2.3 million by the end of December 2018.",http://reporting.unhcr.org/sites/default/files/UNHCR%20South%20Sudan%202018%20Supplementary%20Appeal_March%202018.pdf
2018,Chad,TD,Chad,Supplementary Appeals,SPA,Central Mediterranean Route Situation,"148,988,744",,,"Refugees and migrants continue to move in large numbers from Sub-Saharan Africa to North Africa and across the Mediterranean Sea to Europe. Libya remains the main point of departure for the majority of refugees and migrants from Africa hoping to reach Europe. While on the move, refugees and migrants face intolerably high risks of grave human rights violations and death. UNHCR is rolling out a three-pronged cross-regional strategy with broad objectives and selected activities in the countries of origin and transit in Sub-Saharan Africa, and countries in North Africa and Europe.",http://reporting.unhcr.org/sites/default/files/2018-03%2008%20-%20Central%20Mediterranean%20appeal_%20FINAL.pdf
2018,Tunisia,TN,Tunisia,Supplementary Appeals,SPA,Central Mediterranean Route Situation,"5,535,843",,,"Refugees and migrants continue to move in large numbers from Sub-Saharan Africa to North Africa and across the Mediterranean Sea to Europe. Libya remains the main point of departure for the majority of refugees and migrants from Africa hoping to reach Europe. While on the move, refugees and migrants face intolerably high risks of grave human rights violations and death. UNHCR is rolling out a three-pronged cross-regional strategy with broad objectives and selected activities in the countries of origin and transit in Sub-Saharan Africa, and countries in North Africa and Europe.",http://reporting.unhcr.org/sites/default/files/2018-03%2008%20-%20Central%20Mediterranean%20appeal_%20FINAL.pdf
